Kategori1,Kategori2,Kategori3,Harga,HargaAtas,OmsetMinimum,JumlahTerjual,JumlahReview,JumlahRating,ValidOrder,KotaPengiriman,PenjualanSebelumnya,KenaikanPenjualan,PersentaseKenaikanPenjualan,ReviewSebelumnya,KenaikanReviewPenjualan,PersentaseKenaikanReview,ExtractionTimestamp
Audio,"Earphone, Headphone, & Headset",,35900.0,37500.0,753612800,20992,5777,4.6298285120388,0.2752,KOTA JAKARTA PUSAT,1987.0,1122.0,5.6467357322597,5526.0,251.0,4.54216431415129,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,152000.0,152000.0,513304000,3377,1893,4.74735729386892,0.5606,KOTA JAKARTA BARAT,2111.0,1266.0,59.9715774514448,1197.0,696.0,58.1453634085213,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,5500.0,5500.0,10219000,1858,46,4.71739130434783,0.0248,KOTA JAKARTA UTARA,11.0,848.0,83.963963964,27.0,19.0,70.3703703703704,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,19000.0,25000.0,339264000,17856,6840,4.67188185407223,0.3831,KOTA JAKARTA TIMUR,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,51999.0,51999.0,153345051,2949,1497,4.71609886439546,0.5075999999999999,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,10500.0,10500.0,19750500,1881,687,4.6399416909621,0.3652,KOTA DEPOK,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,5800.0,5800.0,102381600,17652,4500,4.72266666666667,0.25489999999999996,KOTA JAKARTA UTARA,16546.0,116.0,6.684395199444,4265.0,235.0,5.50996483001172,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,9750.0,9750.0,53157000,5452,2188,4.69318701417467,0.40130000000000005,KOTA JAKARTA UTARA,4365.0,187.0,24.926345933562,1813.0,375.0,20.6839492553778,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,19900.0,19900.0,168035600,8444,3687,4.81248303934871,0.4366,KOTA JAKARTA UTARA,7364.0,18.0,14.6659424225964,3176.0,511.0,16.0894206549118,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,4750.0,4750.0,183321500,38594,2427,4.6849710982659,0.0629,KOTA JAKARTA TIMUR,3738.0,1286.0,3.4469818856181,2363.0,64.0,2.70842149809564,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,17500.0,17500.0,269255000,15386,6170,4.75036472686011,0.401,KOTA JAKARTA UTARA,14544.0,842.0,5.78932893289329,589.0,28.0,4.75382003395586,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,2799.0,2799.0,19965267,7133,542,4.59409594095941,0.076,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,399000.0,399000.0,2328165000,5835,3444,4.89660180075516,0.5902000000000001,KOTA BANDUNG,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,39800.0,39800.0,150483800,3781,1880,4.79466666666667,0.4972,KOTA JAKARTA UTARA,2837.0,944.0,33.27458583122,1428.0,452.0,31.6526610644258,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,4999.0,4999.0,30138971,6029,479,4.77035490605428,0.0794,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,32500.0,42500.0,540377500,16627,4370,4.65132783882784,0.26280000000000003,KOTA JAKARTA BARAT,1514.0,1523.0,1.83421611695,3737.0,633.0,16.9387208991169,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,5499.0,5499.0,27648972,5028,307,4.74918566775244,0.0611,KOTA JAKARTA BARAT,3683.0,1345.0,36.5191423813,23.0,14.0,51.2315270935961,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,4999.0,4999.0,19126174,3826,576,4.59304347826087,0.1505,KOTA JAKARTA BARAT,2739.0,187.0,39.68616794455,423.0,153.0,36.1702127659574,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,80500.0,84000.0,659617000,8194,4419,4.77133801222549,0.5393,KOTA JAKARTA UTARA,7236.0,958.0,13.2393587617468,3876.0,543.0,14.0092879256966,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,6500.0,7500.0,244159500,37563,12132,4.81648804616653,0.32299999999999995,KOTA BOGOR,36365.0,1198.0,3.2943764688272,11848.0,284.0,2.39702903443619,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,13000.0,13000.0,93704000,7208,2573,4.40451186308829,0.35700000000000004,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,6900.0,6900.0,25888800,3752,610,4.6,0.16260000000000002,KOTA DEPOK,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,12750.0,12750.0,37982250,2979,1594,4.69240426867546,0.5351,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,18000.0,18000.0,678060000,37670,14685,4.80908595559188,0.3898,KAB. TANGERANG,36699.0,971.0,2.6458486672645,1428.0,477.0,3.35726351351351,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,9000.0,9000.0,64431000,7159,2258,4.76384581302614,0.3154,KOTA MEDAN,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,5000.0,5000.0,49555000,9911,273,4.83823529411765,0.0275,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,50000.0,50000.0,1142250000,22845,12831,4.90208917991893,0.5617,KOTA TANGERANG,2134.0,1811.0,8.6986973471522,11792.0,139.0,8.81105834464043,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,17500.0,49000.0,673505000,38486,18341,4.64893326785617,0.47659999999999997,KOTA JAKARTA UTARA,36933.0,1553.0,4.249115966756,17618.0,723.0,4.10375752071745,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,6500.0,6500.0,54099500,8323,3610,4.73185595567867,0.4337,KOTA BOGOR,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,82800.0,82800.0,231591600,2797,1502,4.80359520639148,0.537,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,36800.0,68900.0,2470752000,67140,31366,4.67237906448828,0.4672,KOTA JAKARTA BARAT,61943.0,5197.0,8.38997142534265,28941.0,2425.0,8.37911613282195,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,32500.0,62500.0,1513980000,46584,19237,4.69104718306196,0.413,KOTA JAKARTA BARAT,43768.0,2816.0,6.43392432827637,1794.0,1333.0,7.4452636282395,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,18900.0,18900.0,435928500,23065,10517,4.77437458384857,0.456,KAB. BEKASI,21177.0,1888.0,8.91533267223875,9678.0,839.0,8.66914651787559,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,72900.0,72900.0,427121100,5859,3026,4.87768595041322,0.5165,KOTA JAKARTA UTARA,4647.0,1212.0,26.8134281876,2399.0,627.0,26.1358899541476,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,55000.0,55000.0,175945000,3199,1661,4.52231604342581,0.5192,KOTA SURABAYA,1799.0,14.0,77.821116731517,96.0,755.0,83.3333333333333,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,169500.0,173000.0,1060731000,6258,2776,4.89877521613833,0.4436,KOTA JAKARTA BARAT,538.0,95.0,17.8975131876413,2294.0,482.0,21.0113339145597,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,48900.0,48900.0,131834400,2696,1384,4.59304851556843,0.5134000000000001,KOTA JAKARTA BARAT,1969.0,727.0,36.9222955815135,132.0,352.0,34.1085271317829,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,35000.0,35000.0,445130000,12718,5917,4.76742219215156,0.46520000000000006,KOTA JAKARTA UTARA,11991.0,727.0,6.62884937361,5569.0,348.0,6.24887771592746,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,42900.0,42900.0,68253900,1591,851,4.59224441833138,0.5349,KOTA JAKARTA BARAT,683.0,98.0,132.94289897511,374.0,477.0,127.540106951872,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,10900.0,49000.0,10845500,995,440,4.77272727272727,0.4422,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,1000.0,4999.0,9395000,9395,1974,4.55910705225774,0.2101,KOTA JAKARTA TIMUR,8735.0,66.0,7.5558995993131,1861.0,113.0,6.07200429876411,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,5700.0,5700.0,121062300,21239,3791,4.69393139841689,0.17850000000000002,KOTA JAKARTA SELATAN,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,4700.0,4700.0,27194200,5786,265,4.53207547169811,0.0458,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,35900.0,39900.0,438159500,12205,6406,4.89600249843848,0.5249,KOTA JAKARTA UTARA,11438.0,767.0,6.7571778282917,652.0,354.0,5.84930601454065,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,25000.0,25000.0,502700000,20108,9865,4.64945211038961,0.49060000000000004,KAB. TANGERANG,19299.0,89.0,4.1919274285196,9439.0,426.0,4.5131899565632,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,104900.0,118900.0,1553883700,14813,8622,4.87121475809259,0.5821000000000001,KOTA JAKARTA UTARA,13996.0,817.0,5.837382191745,824.0,418.0,5.09507557289127,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,18800.0,18800.0,88698400,4718,2269,4.78350970017637,0.48090000000000005,KAB. BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,17500.0,37000.0,33005000,1886,671,4.74962742175857,0.3558,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,34900.0,64900.0,1516300300,43447,22386,4.84132874323781,0.5152,KOTA JAKARTA UTARA,4222.0,1425.0,3.39188624541,21698.0,688.0,3.17079915199558,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,169000.0,189000.0,219193000,1297,700,4.72961373390558,0.5397,KOTA JAKARTA UTARA,444.0,853.0,192.117117117117,227.0,473.0,208.370044052863,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,95000.0,95000.0,1418065000,14927,8969,4.88223486115758,0.6009,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Audio,"Earphone, Headphone, & Headset",,34900.0,39900.0,328478800,9412,5000,4.82642642642643,0.5312,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,250.0,250.0,7848250,31393,111,4.88288288288288,0.0034999999999999996,KOTA BLITAR,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,250.0,250.0,1798000,7192,16,4.875,0.0022,KOTA BLITAR,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,600.0,600.0,58884600,98141,3738,4.87105403959336,0.0381,KOTA TANGERANG,911.0,741.0,7.72886937431394,3528.0,21.0,5.95238095238095,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,2950.0,2950.0,99940100,33878,722,4.80886426592798,0.0213,KAB. BOGOR,26544.0,7334.0,27.6295961422544,621.0,11.0,16.2640901771337,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,350.0,450.0,2405900,6874,2,5.0,0.0003,KOTA SEMARANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,100.0,4272800,42728,274,4.83397683397683,0.0064,KOTA BLITAR,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,285.0,285.0,3363855,11803,124,4.90322580645161,0.0105,KAB. JOMBANG,734.0,4463.0,6.838147138965,76.0,48.0,63.1578947368421,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,150.0,150.0,4683150,31221,512,4.87084148727984,0.016399999999999998,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,2000.0,3000.0,42538000,21269,228,4.80701754385965,0.010700000000000001,KAB. GRESIK,15988.0,5281.0,33.3123267456,171.0,57.0,33.3333333333333,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1900.0,1900.0,157384600,82834,3581,4.8634459648143,0.0432,KOTA TANGERANG,7724.0,563.0,7.292368271744,3352.0,229.0,6.83174224343675,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,100.0,901400,9014,76,4.94736842105263,0.0084,KAB. BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,900.0,2000.0,11585700,12873,888,4.84234234234234,0.069,KAB. BEKASI,7769.0,514.0,65.69791169,622.0,266.0,42.7652733118971,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1600.0,2000.0,209345600,130841,1019,4.91552062868369,0.0078000000000000005,KOTA BANDUNG,124981.0,586.0,4.6887126843282,979.0,4.0,4.08580183861083,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,100.0,10310000,103100,448,4.94642857142857,0.0043,KOTA TEBING TINGGI,99765.0,3335.0,3.342855719266,432.0,16.0,3.7037037037037,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,8700.0,8700.0,274824300,31589,1219,4.86535303776683,0.038599999999999995,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1850.0,1850.0,4933950,2667,9,4.55555555555556,0.0034000000000000002,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,7800.0,7800.0,18361200,2354,61,4.85245901639344,0.0259,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,850.0,850.0,9729950,11447,92,4.82608695652174,0.008,KAB. KUDUS,7919.0,3528.0,44.55179681778,63.0,29.0,46.031746031746,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,200.0,200.0,6218200,31091,275,4.87636363636364,0.0088,KOTA TANGERANG,27358.0,3733.0,13.64532897142,241.0,34.0,14.1078838174274,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,250.0,250.0,3379000,13516,94,4.80851063829787,0.006999999999999999,KOTA BLITAR,9717.0,3799.0,39.964289389729,66.0,28.0,42.4242424242424,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,5500.0,25800.0,39644000,7208,487,4.83817427385892,0.0676,KAB. NGAWI,3696.0,3512.0,95.2164521645,283.0,24.0,72.0848056537102,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,170.0,170.0,3020900,17770,213,4.86384976525822,0.012,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,105.0,27942600,279426,1405,4.81850533807829,0.005,KAB. JOMBANG,276233.0,3193.0,1.1559823688698,1379.0,26.0,1.8854242204496,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,297.0,297.0,23968791,80703,622,4.85185185185185,0.0077,KOTA MADIUN,77437.0,3266.0,4.217622669757,591.0,31.0,5.24534686971235,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,122.0,135.0,4232424,34692,176,4.90340909090909,0.0051,KAB. BOYOLALI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1500.0,1500.0,16117500,10745,349,4.78735632183908,0.0325,KOTA BANDUNG,8414.0,2331.0,27.73826955749,237.0,112.0,47.2573839662447,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,490.0,500.0,2346120,4788,72,4.94366197183099,0.015,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,250.0,250.0,3716750,14867,44,4.90909090909091,0.003,KOTA BLITAR,1198.0,2887.0,24.984974958264,35.0,9.0,25.7142857142857,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,300.0,1000.0,7578000,25260,495,4.88282828282828,0.0196,KAB. MALANG,22117.0,3143.0,14.21788815662,446.0,49.0,10.9865470852018,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1350.0,1600.0,11422350,8461,186,4.87096774193548,0.022000000000000002,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,17500.0,17500.0,518805000,29646,3732,4.81544256120527,0.1259,KOTA JAKARTA PUSAT,26591.0,355.0,11.48884961776,3569.0,163.0,4.56710563182964,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,250.0,250.0,5222750,20891,210,4.88571428571429,0.0101,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,500.0,500.0,3395500,6791,68,4.88235294117647,0.01,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,4500.0,4500.0,1372500,305,4,5.0,0.0131,KAB. DEMAK,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,150.0,150.0,291750,1945,15,4.86666666666667,0.0077,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,5000.0,5000.0,60025000,12005,2802,4.52214285714286,0.2334,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,900.0,900.0,22981500,25535,486,4.86831275720165,0.019,KAB. MALANG,22751.0,2784.0,12.2368247549558,438.0,48.0,10.958904109589,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,125.0,125.0,3067875,24543,136,4.94852941176471,0.0055000000000000005,KAB. BEKASI,21781.0,2762.0,12.687768238373,14.0,32.0,30.7692307692308,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,200.0,200.0,19950200,99751,454,4.92070484581498,0.0046,KOTA TEBING TINGGI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,2500.0,2500.0,54890000,21956,273,4.75824175824176,0.0124,KAB. GRESIK,19286.0,267.0,13.844239344623,246.0,27.0,10.9756097560976,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,249.0,249.0,4562427,18323,143,4.91608391608392,0.0078000000000000005,KAB. BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,2225.0,2225.0,37653675,16923,375,4.90666666666667,0.0222,KOTA JAKARTA BARAT,14246.0,2677.0,18.7912396462165,366.0,9.0,2.45901639344262,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,150.0,150.0,2217600,14784,66,4.93939393939394,0.0045000000000000005,KAB. BEKASI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,100.0,929100,9291,55,4.94545454545455,0.0059,KOTA JAKARTA TIMUR,6966.0,2325.0,33.3763996554694,38.0,17.0,44.7368421052632,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,6200.0,6200.0,131886400,21272,1277,4.86755485893417,0.06,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,300.0,300.0,7622400,25408,1062,4.93126177024482,0.0418,KAB. BREBES,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,7800.0,7800.0,6247800,801,11,4.81818181818182,0.0137,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,743.0,743.0,9088376,12232,816,4.82576687116564,0.0667,KAB. BEKASI,972.0,2512.0,25.843621399177,645.0,171.0,26.5116279069767,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,99.0,99.0,543708,5492,41,4.95121951219512,0.0075,KAB. JOMBANG,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,11500.0,11500.0,32683000,2842,387,4.58397932816537,0.1362,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,1100.0,1100.0,47406700,43097,995,4.79698492462312,0.0231,KOTA JAKARTA BARAT,4911.0,2186.0,5.343362126616,942.0,53.0,5.62632696390658,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,3700.0,3700.0,176486300,47699,3080,4.81812276713219,0.0646,KOTA JAKARTA PUSAT,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,32000.0,32000.0,96416000,3013,663,4.81598793363499,0.22,KOTA JAKARTA SELATAN,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,100.0,100.0,2517200,25172,213,4.88262910798122,0.0085,KOTA MADIUN,2296.0,2266.0,9.8926455775779,21.0,12.0,5.97014925373134,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,27027.0,45936.0,2017322307,74641,24912,4.73150199379708,0.33380000000000004,KOTA JAKARTA BARAT,72186.0,2455.0,3.493646967556,24248.0,664.0,2.73837017485978,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,500.0,500.0,15887000,31774,972,4.92489711934156,0.030600000000000002,KOTA MALANG,29487.0,2287.0,7.7559625367111,892.0,8.0,8.96860986547085,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,600.0,600.0,40719600,67866,2115,4.92340425531915,0.031200000000000002,KAB. BREBES,6551.0,2356.0,3.59639749656541,228.0,87.0,4.28994082840237,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,150.0,150.0,1743450,11623,278,4.89208633093525,0.0239,KOTA TANGERANG,9418.0,225.0,23.412614143132,227.0,51.0,22.4669603524229,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,600.0,600.0,13956000,23260,346,4.96531791907514,0.0149,KOTA TEBING TINGGI,,,,,,0.0,2025-05-01 18:50:43.387102
Elektronik,Elektronik Lainnya,,150.0,150.0,563100,3754,43,4.95348837209302,0.0115,KOTA TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",E-Money,,1000.0,1000.0,20851000,20851,169,4.9585798816568,0.008100000000000001,KAB. BOGOR,9525.0,11326.0,118.9813648294,86.0,83.0,96.5116279069767,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,6975.0,31500.0,407270250,58390,647,4.97719298245614,0.0111,KAB. INDRAMAYU,46883.0,1157.0,24.5447781723,544.0,13.0,18.9338235294118,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,656.0,1625.0,16073968,24503,193,4.86528497409326,0.0079,KOTA BANDUNG,14428.0,175.0,69.8294981979484,19.0,84.0,77.0642201834862,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,15000.0,100000.0,2068185000,137879,84165,4.92401350977776,0.6103999999999999,KAB. BANDUNG,,,,,,0.0,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,550.0,2300.0,18680750,33965,194,4.81443298969072,0.005699999999999999,KOTA JAKARTA UTARA,27697.0,6268.0,22.63698133372,164.0,3.0,18.2926829268293,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,4000.0,4000.0,134172000,33543,5081,4.69507874015748,0.1515,KOTA JAKARTA BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,6375.0,31950.0,141423000,22184,410,4.98496240601504,0.018500000000000003,KAB. INDRAMAYU,,,,,,0.0,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,14500.0,14900.0,574127500,39595,8503,4.79225061830173,0.2147,KAB. BANDUNG BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,23500.0,24600.0,5837752500,248415,55179,4.87921542892559,0.22210000000000002,KAB. BANDUNG BARAT,,,,,,0.0,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,1805.0,1805.0,582690100,322820,3952,4.84263959390863,0.012199999999999999,KAB. GARUT,319474.0,3346.0,1.4734657593419,3928.0,24.0,0.610997963340122,2025-05-01 18:50:43.387102
Fashion Muslim,Fashion Muslim Lainnya,,25000.0,155000.0,82200000,3288,1254,4.93274619695757,0.3814,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,10999.0,69999.0,21239069,1931,773,4.8582995951417,0.4003,KOTA MAKASSAR,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,18999.0,69999.0,51506289,2711,424,4.83977900552486,0.1564,KAB. BANYUMAS,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,10000.0,70000.0,16690000,1669,434,4.87179487179487,0.26,KOTA JAKARTA UTARA,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,6900.0,36000.0,8466300,1227,311,4.84244372990354,0.2535,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,12857.0,89999.0,12895571,1003,276,4.71586715867159,0.2752,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,65800.0,65800.0,106398600,1617,388,4.93292682926829,0.24,KOTA PALEMBANG,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,79999.0,429995.0,80078999,1001,294,4.78156996587031,0.2937,KOTA SURABAYA,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,65000.0,65000.0,103285000,1589,419,4.93220338983051,0.2637,KAB. SIDOARJO,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,13000.0,89999.0,9061000,697,197,4.68527918781726,0.2826,KAB. TANGERANG,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,2697.0,2697.0,3514191,1303,25,5.0,0.0192,KOTA MEDAN,,,,,,0.0,2025-05-01 18:50:43.387102
"Tiket, Voucher, & Layanan",Gaming,,8100.0,8100.0,11971800,1478,5,5.0,0.0034000000000000002,KOTA PONTIANAK,,,,,,0.0,2025-05-01 18:50:43.387102
